tc_EPID,tc_EquipmentUnitID,tc_EquipmentGroupID,tc_C1MassFlow,tc_C1MassFlowUncertainty,tc_ExpStartDatetime,tc_ExpEndDatetime,tc_ExpDurationHrs,tc_ExpEPCount,tc_EquipmentType
4T-12,4T-1,4T,5336.277243,167.87681,2023-04-28 15:30:47+00:00,2023-04-28 18:00:47+00:00,2.5,2,Tank
4S-33,4S-3,4S,3067.818257,78.51941992,2023-04-28 15:30:47+00:00,2023-04-28 18:00:47+00:00,2.5,2,Seperator
5W-33,5W-3,5W,6693.15599,194.8895595,2023-04-28 06:53:15+00:00,2023-04-28 07:53:16+00:00,1.000277778,2,Wellhead
4W-11,4W-1,4W,3514.508457,79.95537416,2023-04-28 06:53:15+00:00,2023-04-28 07:53:16+00:00,1.000277778,2,Wellhead
5S-12,5S-1,5S,5268.878015,219.5174082,2023-04-28 00:08:12+00:00,2023-04-28 01:53:12+00:00,1.75,2,Seperator
4S-23,4S-2,4S,3567.276416,78.25573184,2023-04-28 00:08:12+00:00,2023-04-28 01:53:12+00:00,1.75,2,Seperator
5S-27,5S-2,5S,5363.231897,435.5982263,2023-04-27 16:35:25+00:00,2023-04-27 19:16:25+00:00,2.683333333,3,Seperator
4T-32,4T-3,4T,4170.983415,136.7128581,2023-04-27 16:35:25+00:00,2023-04-27 19:16:25+00:00,2.683333333,3,Tank
4T-12,4T-1,4T,5411.329245,149.5973673,2023-04-27 09:35:03+00:00,2023-04-27 10:05:02+00:00,0.499722222,2,Tank
4S-33,4S-3,4S,3168.597602,77.83650159,2023-04-27 09:35:03+00:00,2023-04-27 10:05:02+00:00,0.499722222,2,Seperator
5W-33,5W-3,5W,6648.053684,249.5201688,2023-04-27 04:34:59+00:00,2023-04-27 05:34:59+00:00,1,2,Wellhead
4W-11,4W-1,4W,3488.744651,145.1536714,2023-04-27 04:34:59+00:00,2023-04-27 05:34:59+00:00,1,2,Wellhead
5S-12,5S-1,5S,5120.079756,189.7411942,2023-04-26 23:04:56+00:00,2023-04-27 00:34:56+00:00,1.5,2,Seperator
4S-23,4S-2,4S,3529.01962,122.5719743,2023-04-26 23:04:56+00:00,2023-04-27 00:34:56+00:00,1.5,2,Seperator
5W-11,5W-1,5W,4915.928899,199.107148,2023-04-26 18:38:52+00:00,2023-04-26 20:04:52+00:00,1.433333333,3,Wellhead
4T-11,4T-1,4T,3544.837121,399.0204361,2023-04-26 18:38:52+00:00,2023-04-26 20:04:52+00:00,1.433333333,3,Tank
4T-22,4T-2,4T,6964.632196,170.9720893,2023-04-26 15:38:50+00:00,2023-04-26 16:38:51+00:00,1.000277778,2,Tank
4W-51,4W-5,4W,3478.019042,114.4550077,2023-04-26 15:38:50+00:00,2023-04-26 16:38:51+00:00,1.000277778,2,Wellhead
5W-33,5W-3,5W,6705.866052,169.878408,2023-04-26 09:11:24+00:00,2023-04-26 10:41:24+00:00,1.5,2,Wellhead
4W-11,4W-1,4W,3525.298978,94.37646431,2023-04-26 09:11:24+00:00,2023-04-26 10:41:24+00:00,1.5,2,Wellhead
5S-12,5S-1,5S,5316.837315,192.7144288,2023-04-26 02:41:21+00:00,2023-04-26 04:11:21+00:00,1.5,2,Seperator
4S-23,4S-2,4S,3581.608646,78.35457651,2023-04-26 02:41:21+00:00,2023-04-26 04:11:21+00:00,1.5,2,Seperator
4T-22,4T-2,4T,6983.330263,181.7879344,2023-04-25 20:07:01+00:00,2023-04-25 21:37:02+00:00,1.500277778,2,Tank
4W-51,4W-5,4W,3507.724761,75.78858457,2023-04-25 20:07:01+00:00,2023-04-25 21:37:02+00:00,1.500277778,2,Wellhead
4T-11,4T-1,4T,2627.333351,181.8989745,2023-04-25 15:25:00+00:00,2023-04-25 17:25:01+00:00,2.000277778,2,Tank
4W-32,4W-3,4W,2601.610469,104.6119032,2023-04-25 15:25:00+00:00,2023-04-25 17:25:01+00:00,2.000277778,2,Wellhead
4W-32,4W-3,4W,2589.633859,89.54066716,2023-04-24 23:09:55+00:00,2023-04-25 01:39:56+00:00,2.500277778,2,Wellhead
4T-11,4T-1,4T,2584.527685,165.3198832,2023-04-24 23:09:55+00:00,2023-04-25 01:39:56+00:00,2.500277778,2,Tank
4S-43,4S-4,4S,3011.105088,84.76576593,2023-04-24 15:43:06+00:00,2023-04-24 19:13:06+00:00,3.5,2,Seperator
5S-26,5S-2,5S,2353.689855,169.0681712,2023-04-24 15:43:06+00:00,2023-04-24 19:13:06+00:00,3.5,2,Seperator
5S-32,5S-3,5S,2056.993217,151.214846,2023-04-22 18:26:57+00:00,2023-04-22 20:26:57+00:00,2,2,Seperator
4W-27,4W-2,4W,2027.811902,85.53669563,2023-04-22 18:26:57+00:00,2023-04-22 20:26:57+00:00,2,2,Wellhead
4T-11,4T-1,4T,2671.609533,341.3000396,2023-04-22 10:00:53+00:00,2023-04-22 13:26:53+00:00,3.433333333,3,Tank
5W-34,5W-3,5W,1195.659947,196.5426547,2023-04-22 10:00:53+00:00,2023-04-22 13:26:53+00:00,3.433333333,3,Wellhead
5S-32,5S-3,5S,2055.025212,148.6967272,2023-04-22 01:30:49+00:00,2023-04-22 05:00:49+00:00,3.5,2,Seperator
4W-27,4W-2,4W,2032.207236,70.77992788,2023-04-22 01:30:49+00:00,2023-04-22 05:00:49+00:00,3.5,2,Wellhead
5W-13,5W-1,5W,2879.560729,147.6998118,2023-04-21 17:14:48+00:00,2023-04-21 20:29:48+00:00,3.25,2,Wellhead
4W-32,4W-3,4W,2630.802456,72.56848124,2023-04-21 17:14:48+00:00,2023-04-21 20:29:48+00:00,3.25,2,Wellhead
5W-13,5W-1,5W,2885.673362,143.5603721,2023-04-21 16:37:52+00:00,2023-04-21 16:37:57+00:00,0.001388889,2,Wellhead
4W-32,4W-3,4W,2633.207837,65.64456158,2023-04-21 16:37:52+00:00,2023-04-21 16:37:57+00:00,0.001388889,2,Wellhead
5S-32,5S-3,5S,2048.57279,141.9740255,2023-04-21 04:27:57+00:00,2023-04-21 07:53:58+00:00,3.433611111,5,Seperator
4W-27,4W-2,4W,2037.114777,107.8745119,2023-04-21 04:27:57+00:00,2023-04-21 07:53:58+00:00,3.433611111,5,Wellhead
4T-31,4T-3,4T,1398.689859,177.1139163,2023-04-21 04:27:57+00:00,2023-04-21 07:53:58+00:00,3.433611111,5,Tank
4S-21,4S-2,4S,1253.442882,58.91209589,2023-04-21 04:27:57+00:00,2023-04-21 07:53:58+00:00,3.433611111,5,Seperator
5S-26,5S-2,5S,3328.344365,171.0818075,2023-04-20 20:12:53+00:00,2023-04-20 22:27:54+00:00,2.250277778,2,Seperator
4W-27,4W-2,4W,2899.80939,108.3508833,2023-04-20 20:12:53+00:00,2023-04-20 22:27:54+00:00,2.250277778,2,Wellhead
4T-22,4T-2,4T,4738.344937,194.6036845,2023-04-20 15:57:52+00:00,2023-04-20 18:12:52+00:00,2.25,2,Tank
4S-43,4S-4,4S,3450.023908,79.20603014,2023-04-20 15:57:52+00:00,2023-04-20 18:12:52+00:00,2.25,2,Seperator
5S-32,5S-3,5S,2039.674754,162.3003544,2023-04-20 03:04:08+00:00,2023-04-20 05:30:08+00:00,2.433333333,5,Seperator
4W-27,4W-2,4W,2028.163298,123.3215279,2023-04-20 03:04:08+00:00,2023-04-20 05:30:08+00:00,2.433333333,5,Wellhead
4T-31,4T-3,4T,1397.640925,165.6793904,2023-04-20 03:04:08+00:00,2023-04-20 05:30:08+00:00,2.433333333,5,Tank
4S-21,4S-2,4S,1246.708771,148.9155116,2023-04-20 03:04:08+00:00,2023-04-20 05:30:08+00:00,2.433333333,5,Seperator
4T-11,4T-1,4T,2521.691595,270.6872911,2023-04-19 18:29:35+00:00,2023-04-19 21:10:35+00:00,2.683333333,3,Tank
5W-34,5W-3,5W,1196.766033,327.9597725,2023-04-19 18:29:35+00:00,2023-04-19 21:10:35+00:00,2.683333333,3,Wellhead
4T-11,4T-1,4T,2411.318871,356.6781632,2023-04-19 01:11:38+00:00,2023-04-19 03:52:38+00:00,2.683333333,3,Tank
5W-34,5W-3,5W,1185.785668,150.6472039,2023-04-19 01:11:38+00:00,2023-04-19 03:52:38+00:00,2.683333333,3,Wellhead
5W-13,5W-1,5W,3076.769722,527.3871723,2023-04-18 21:12:58+00:00,2023-04-18 21:38:58+00:00,0.433333333,5,Wellhead
4T-11,4T-1,4T,2342.363363,322.9182736,2023-04-18 21:12:58+00:00,2023-04-18 21:38:58+00:00,0.433333333,5,Tank
5S-32,5S-3,5S,1940.125691,135.5127149,2023-04-18 21:12:58+00:00,2023-04-18 21:38:58+00:00,0.433333333,5,Seperator
4S-21,4S-2,4S,1189.149931,61.10067929,2023-04-18 21:12:58+00:00,2023-04-18 21:38:58+00:00,0.433333333,5,Seperator
5S-26,5S-2,5S,2352.00847,183.695059,2023-04-18 16:28:40+00:00,2023-04-18 19:05:40+00:00,2.616666667,5,Seperator
4W-27,4W-2,4W,1982.321892,102.7313026,2023-04-18 16:28:40+00:00,2023-04-18 19:05:40+00:00,2.616666667,5,Wellhead
4T-31,4T-3,4T,1318.764828,136.6231452,2023-04-18 16:28:40+00:00,2023-04-18 19:05:40+00:00,2.616666667,5,Tank
4S-43,4S-4,4S,870.9341904,56.57501792,2023-04-18 16:28:40+00:00,2023-04-18 19:05:40+00:00,2.616666667,5,Seperator
5W-13,5W-1,5W,3549.713286,145.5217658,2023-04-18 05:30:39+00:00,2023-04-18 07:41:39+00:00,2.183333333,5,Wellhead
4T-11,4T-1,4T,2480.134745,367.7788273,2023-04-18 05:30:39+00:00,2023-04-18 07:41:39+00:00,2.183333333,5,Tank
5S-32,5S-3,5S,2024.415972,137.1293078,2023-04-18 05:30:39+00:00,2023-04-18 07:41:39+00:00,2.183333333,5,Seperator
4S-21,4S-2,4S,1237.871919,64.80670543,2023-04-18 05:30:39+00:00,2023-04-18 07:41:39+00:00,2.183333333,5,Seperator
5S-26,5S-2,5S,2320.987881,146.3771665,2023-04-17 23:23:36+00:00,2023-04-18 02:30:36+00:00,3.116666667,5,Seperator
4W-27,4W-2,4W,1989.24913,61.73203832,2023-04-17 23:23:36+00:00,2023-04-18 02:30:36+00:00,3.116666667,5,Wellhead
4T-31,4T-3,4T,1315.846817,136.3832626,2023-04-17 23:23:36+00:00,2023-04-18 02:30:36+00:00,3.116666667,5,Tank
4S-43,4S-4,4S,874.408096,55.80761645,2023-04-17 23:23:36+00:00,2023-04-18 02:30:36+00:00,3.116666667,5,Seperator
4T-31,4T-3,4T,1316.363567,145.2993412,2023-04-17 17:53:32+00:00,2023-04-17 21:23:33+00:00,3.500277778,2,Tank
4S-21,4S-2,4S,1195.221646,58.08087099,2023-04-17 17:53:32+00:00,2023-04-17 21:23:33+00:00,3.500277778,2,Seperator
5S-32,5S-3,5S,2222.465355,137.2107842,2023-04-17 06:20:41+00:00,2023-04-17 07:12:41+00:00,0.866666667,4,Seperator
4T-12,4T-1,4T,1369.085489,264.7654025,2023-04-17 06:20:41+00:00,2023-04-17 07:12:41+00:00,0.866666667,4,Tank
4S-43,4S-4,4S,859.8880277,73.00664854,2023-04-17 06:20:41+00:00,2023-04-17 07:12:41+00:00,0.866666667,4,Seperator
4T-31,4T-3,4T,1302.301496,330.0827661,2023-04-16 23:13:38+00:00,2023-04-17 00:20:37+00:00,1.116388889,4,Tank
5W-34,5W-3,5W,1199.870818,145.3904291,2023-04-16 23:13:38+00:00,2023-04-17 00:20:37+00:00,1.116388889,4,Wellhead
4W-12,4W-1,4W,691.9475142,68.44206823,2023-04-16 23:13:38+00:00,2023-04-17 00:20:37+00:00,1.116388889,4,Wellhead
5S-26,5S-2,5S,2575.828296,148.44615,2023-04-16 16:28:35+00:00,2023-04-16 17:13:35+00:00,0.75,2,Seperator
4S-21,4S-2,4S,1232.809681,58.74491405,2023-04-16 16:28:35+00:00,2023-04-16 17:13:35+00:00,0.75,2,Seperator
4T-31,4T-3,4T,12872.47783,141.9128018,2023-04-16 09:21:31+00:00,2023-04-16 10:28:31+00:00,1.116666667,4,Tank
5W-34,5W-3,5W,12868.90415,141.8657825,2023-04-16 09:21:31+00:00,2023-04-16 10:28:31+00:00,1.116666667,4,Wellhead
4W-12,4W-1,4W,634.2688317,66.30931589,2023-04-16 09:21:31+00:00,2023-04-16 10:28:31+00:00,1.116666667,4,Wellhead
5S-32,5S-3,5S,2216.977186,156.3432469,2023-04-16 02:14:28+00:00,2023-04-16 03:21:29+00:00,1.116944444,4,Seperator
4T-12,4T-1,4T,1383.273816,138.0763447,2023-04-16 02:14:28+00:00,2023-04-16 03:21:29+00:00,1.116944444,4,Tank
4S-43,4S-4,4S,865.8565625,64.28633989,2023-04-16 02:14:28+00:00,2023-04-16 03:21:29+00:00,1.116944444,4,Seperator
4T-31,4T-3,4T,1328.31968,142.0489692,2023-04-15 19:14:25+00:00,2023-04-15 20:14:25+00:00,1,2,Tank
4S-21,4S-2,4S,1232.917926,58.47510301,2023-04-15 19:14:25+00:00,2023-04-15 20:14:25+00:00,1,2,Seperator
4T-31,4T-3,4T,1334.576939,137.4546925,2023-04-15 12:07:23+00:00,2023-04-15 13:14:23+00:00,1.116666667,4,Tank
5W-34,5W-3,5W,1031.960176,145.6731442,2023-04-15 12:07:23+00:00,2023-04-15 13:14:23+00:00,1.116666667,4,Wellhead
4W-12,4W-1,4W,640.8617211,63.3499086,2023-04-15 12:07:23+00:00,2023-04-15 13:14:23+00:00,1.116666667,4,Wellhead
5S-32,5S-3,5S,2235.103681,135.3016045,2023-04-15 05:00:19+00:00,2023-04-15 06:07:19+00:00,1.116666667,4,Seperator
4T-12,4T-1,4T,1381.982951,144.2772324,2023-04-15 05:00:19+00:00,2023-04-15 06:07:19+00:00,1.116666667,4,Tank
4S-43,4S-4,4S,856.6315511,64.154756,2023-04-15 05:00:19+00:00,2023-04-15 06:07:19+00:00,1.116666667,4,Seperator
5S-26,5S-2,5S,2627.191954,163.1799705,2023-04-14 22:15:15+00:00,2023-04-14 23:00:16+00:00,0.750277778,2,Seperator
4S-21,4S-2,4S,1250.034752,66.19583346,2023-04-14 22:15:15+00:00,2023-04-14 23:00:16+00:00,0.750277778,2,Seperator
5S-26,5S-2,5S,4023.262995,167.0117977,2023-04-14 15:31:15+00:00,2023-04-14 17:31:15+00:00,2,2,Seperator
4W-27,4W-2,4W,3578.15157,73.69473262,2023-04-14 15:31:15+00:00,2023-04-14 17:31:15+00:00,2,2,Wellhead
4T-31,4T-3,4T,1463.505442,149.1655382,2023-04-14 11:31:11+00:00,2023-04-14 13:31:11+00:00,2,2,Tank
4S-21,4S-2,4S,1241.968949,61.28733941,2023-04-14 11:31:11+00:00,2023-04-14 13:31:11+00:00,2,2,Seperator
4T-11,4T-1,4T,2695.546264,171.0848334,2023-04-14 08:01:08+00:00,2023-04-14 09:31:08+00:00,1.5,2,Tank
4S-43,4S-4,4S,860.9306081,57.05038722,2023-04-14 08:01:08+00:00,2023-04-14 09:31:08+00:00,1.5,2,Seperator
4W-32,4W-3,4W,3160.170076,102.6188309,2023-04-14 04:01:04+00:00,2023-04-14 05:01:05+00:00,1.000277778,2,Wellhead
5W-13,5W-1,5W,3053.504679,153.4329581,2023-04-14 04:01:04+00:00,2023-04-14 05:01:05+00:00,1.000277778,2,Wellhead
4T-32,4T-3,4T,2606.278347,149.0077881,2023-04-14 00:31:01+00:00,2023-04-14 02:01:02+00:00,1.500277778,2,Tank
4S-21,4S-2,4S,1196.835943,67.47834202,2023-04-14 00:31:01+00:00,2023-04-14 02:01:02+00:00,1.500277778,2,Seperator
4T-12,4T-1,4T,2957.825997,395.8699092,2023-04-13 20:38:55+00:00,2023-04-13 21:30:55+00:00,0.866666667,3,Tank
5S-32,5S-3,5S,1484.304236,503.1664951,2023-04-13 20:38:55+00:00,2023-04-13 21:30:55+00:00,0.866666667,3,Seperator
4W-32,4W-3,4W,1672.777464,69.56997511,2023-04-13 16:08:52+00:00,2023-04-13 17:38:51+00:00,1.499722222,2,Wellhead
5W-22,5W-2,5W,1662.456908,141.8425121,2023-04-13 16:08:52+00:00,2023-04-13 17:38:51+00:00,1.499722222,2,Wellhead
5W-22,5W-2,5W,1665.152258,137.0382072,2023-04-13 12:16:49+00:00,2023-04-13 13:08:49+00:00,0.866666667,4,Wellhead
4T-11,4T-1,4T,1513.641251,135.7704598,2023-04-13 12:16:49+00:00,2023-04-13 13:08:49+00:00,0.866666667,4,Tank
4S-21,4S-2,4S,1233.656706,56.18267878,2023-04-13 12:16:49+00:00,2023-04-13 13:08:49+00:00,0.866666667,4,Seperator
4S-43,4S-4,4S,3032.616311,186.4928784,2023-04-13 08:31:46+00:00,2023-04-13 09:16:46+00:00,0.75,2,Seperator
5S-26,5S-2,5S,2829.040619,155.5293749,2023-04-13 08:31:46+00:00,2023-04-13 09:16:46+00:00,0.75,2,Seperator
4T-31,4T-3,4T,1453.327871,152.1315639,2023-04-13 04:31:44+00:00,2023-04-13 05:31:44+00:00,1,2,Tank
4S-21,4S-2,4S,1213.436485,58.86779528,2023-04-13 04:31:44+00:00,2023-04-13 05:31:44+00:00,1,2,Seperator
5W-13,5W-1,5W,2811.17839,147.253185,2023-04-13 00:46:41+00:00,2023-04-13 01:31:42+00:00,0.750277778,2,Wellhead
4W-27,4W-2,4W,2437.861076,93.04921896,2023-04-13 00:46:41+00:00,2023-04-13 01:31:42+00:00,0.750277778,2,Wellhead
4T-31,4T-3,4T,1408.08287,432.4257049,2023-04-12 23:42:21+00:00,2023-04-12 23:44:06+00:00,0.029166667,2,Tank
4S-21,4S-2,4S,1271.362347,387.3595694,2023-04-12 23:42:21+00:00,2023-04-12 23:44:06+00:00,0.029166667,2,Seperator
4W-32,4W-3,4W,1693.13486,460.0226069,2023-04-12 23:35:17+00:00,2023-04-12 23:36:36+00:00,0.021944444,2,Wellhead
5W-22,5W-2,5W,1544.784783,658.5545708,2023-04-12 23:35:17+00:00,2023-04-12 23:36:36+00:00,0.021944444,2,Wellhead
4S-43,4S-4,4S,2982.73784,932.3713881,2023-04-12 23:24:09+00:00,2023-04-12 23:25:46+00:00,0.026944444,2,Seperator
5S-26,5S-2,5S,2608.012463,886.9821811,2023-04-12 23:24:09+00:00,2023-04-12 23:25:46+00:00,0.026944444,2,Seperator
5W-13,5W-1,5W,3070.142498,1091.47961,2023-04-12 23:22:02+00:00,2023-04-12 23:23:29+00:00,0.024166667,2,Wellhead
4W-27,4W-2,4W,2502.809923,632.1162897,2023-04-12 23:22:02+00:00,2023-04-12 23:23:29+00:00,0.024166667,2,Wellhead
5W-22,5W-2,5W,1611.119849,165.0211796,2023-04-12 19:51:53+00:00,2023-04-12 21:28:53+00:00,1.616666667,4,Wellhead
4T-11,4T-1,4T,1462.039579,379.880863,2023-04-12 19:51:53+00:00,2023-04-12 21:28:53+00:00,1.616666667,4,Tank
4S-21,4S-2,4S,1178.455685,59.96202021,2023-04-12 19:51:53+00:00,2023-04-12 21:28:53+00:00,1.616666667,4,Seperator
4T-32,4T-3,4T,2592.851603,141.8325257,2023-04-12 16:44:51+00:00,2023-04-12 17:51:51+00:00,1.116666667,4,Tank
5W-13,5W-1,5W,2439.627009,207.632847,2023-04-12 16:44:51+00:00,2023-04-12 17:51:51+00:00,1.116666667,4,Wellhead
4W-27,4W-2,4W,1644.029674,69.7100558,2023-04-12 16:44:51+00:00,2023-04-12 17:51:51+00:00,1.116666667,4,Wellhead
5S-32,5S-3,5S,2387.963459,160.21002,2023-04-12 03:14:18+00:00,2023-04-12 03:51:19+00:00,0.616944444,4,Seperator
4T-12,4T-1,4T,1516.51542,136.1927981,2023-04-12 03:14:18+00:00,2023-04-12 03:51:19+00:00,0.616944444,4,Tank
4S-43,4S-4,4S,869.669172,68.11039163,2023-04-12 03:14:18+00:00,2023-04-12 03:51:19+00:00,0.616944444,4,Seperator
5S-26,5S-2,5S,2288.24398,134.8323623,2023-04-11 23:37:16+00:00,2023-04-12 00:14:16+00:00,0.616666667,4,Seperator
4T-31,4T-3,4T,1654.321887,246.248322,2023-04-11 23:37:16+00:00,2023-04-12 00:14:16+00:00,0.616666667,4,Tank
4W-32,4W-3,4W,1652.563804,105.1567696,2023-04-11 23:37:16+00:00,2023-04-12 00:14:16+00:00,0.616666667,4,Wellhead
5W-22,5W-2,5W,1626.283519,136.0672186,2023-04-11 19:00:13+00:00,2023-04-11 19:37:13+00:00,0.616666667,4,Wellhead
4T-11,4T-1,4T,1492.141645,144.0217907,2023-04-11 19:00:13+00:00,2023-04-11 19:37:13+00:00,0.616666667,4,Tank
4S-21,4S-2,4S,1180.618284,60.97399256,2023-04-11 19:00:13+00:00,2023-04-11 19:37:13+00:00,0.616666667,4,Seperator
4T-32,4T-3,4T,2652.8069,262.5706357,2023-04-11 15:38:10+00:00,2023-04-11 16:00:10+00:00,0.366666667,4,Tank
5W-13,5W-1,5W,2500.03758,283.2731581,2023-04-11 15:38:10+00:00,2023-04-11 16:00:10+00:00,0.366666667,4,Wellhead
4W-27,4W-2,4W,1673.478866,124.456624,2023-04-11 15:38:10+00:00,2023-04-11 16:00:10+00:00,0.366666667,4,Wellhead
5S-32,5S-3,5S,2479.003264,134.7027935,2023-04-11 11:01:05+00:00,2023-04-11 11:38:05+00:00,0.616666667,4,Seperator
4T-12,4T-1,4T,1528.378155,339.4013287,2023-04-11 11:01:05+00:00,2023-04-11 11:38:05+00:00,0.616666667,4,Tank
4S-43,4S-4,4S,859.0090524,59.09247664,2023-04-11 11:01:05+00:00,2023-04-11 11:38:05+00:00,0.616666667,4,Seperator
5S-12,5S-1,5S,2458.789215,244.1247922,2023-04-11 07:24:02+00:00,2023-04-11 08:01:02+00:00,0.616666667,4,Seperator
4T-31,4T-3,4T,1726.720164,258.6935642,2023-04-11 07:24:02+00:00,2023-04-11 08:01:02+00:00,0.616666667,4,Tank
4W-32,4W-3,4W,1707.277172,69.67499259,2023-04-11 07:24:02+00:00,2023-04-11 08:01:02+00:00,0.616666667,4,Wellhead
5W-22,5W-2,5W,1657.815881,137.4642899,2023-04-11 02:47:00+00:00,2023-04-11 03:24:00+00:00,0.616666667,4,Wellhead
4T-11,4T-1,4T,1505.719441,225.5894692,2023-04-11 02:47:00+00:00,2023-04-11 03:24:00+00:00,0.616666667,4,Tank
4S-21,4S-2,4S,1212.24728,58.12251765,2023-04-11 02:47:00+00:00,2023-04-11 03:24:00+00:00,0.616666667,4,Seperator
4W-27,4W-2,4W,1674.361583,59.95021518,2023-04-10 23:24:57+00:00,2023-04-10 23:46:56+00:00,0.366388889,6,Wellhead
5W-13,5W-1,5W,0,0,2023-04-10 23:24:57+00:00,2023-04-10 23:46:56+00:00,0.366388889,6,Wellhead
4W-51,4W-5,4W,0,0,2023-04-10 23:24:57+00:00,2023-04-10 23:46:56+00:00,0.366388889,6,Wellhead
4T-32,4T-3,4T,0,0,2023-04-10 23:24:57+00:00,2023-04-10 23:46:56+00:00,0.366388889,6,Tank
5W-18,5W-1,5W,631.7052798,27.20433236,2023-04-10 08:14:58+00:00,2023-04-10 09:21:57+00:00,1.116388889,5,Wellhead
4W-54,4W-5,4W,587.3962979,30.15291104,2023-04-10 08:14:58+00:00,2023-04-10 09:21:57+00:00,1.116388889,5,Wellhead
5S-35,5S-3,5S,542.0109231,35.50386671,2023-04-10 08:14:58+00:00,2023-04-10 09:21:57+00:00,1.116388889,5,Seperator
4S-14,4S-1,4S,503.7078852,28.19569372,2023-04-10 08:14:58+00:00,2023-04-10 09:21:57+00:00,1.116388889,5,Seperator
5S-34,5S-3,5S,1308.635182,43.17815565,2023-04-10 02:44:55+00:00,2023-04-10 03:14:55+00:00,0.5,2,Seperator
4W-51,4W-5,4W,1077.469894,52.1341889,2023-04-10 02:44:55+00:00,2023-04-10 03:14:55+00:00,0.5,2,Wellhead
4T-11,4T-1,4T,942.9260489,30.55681825,2023-04-09 20:52:52+00:00,2023-04-09 21:44:52+00:00,0.866666667,4,Tank
5S-23,5S-2,5S,853.1608203,28.81104923,2023-04-09 20:52:52+00:00,2023-04-09 21:44:52+00:00,0.866666667,4,Seperator
4S-42,4S-4,4S,565.2663668,27.6130368,2023-04-09 20:52:52+00:00,2023-04-09 21:44:52+00:00,0.866666667,4,Seperator
5W-23,5W-2,5W,663.465753,51.04002282,2023-04-09 15:11:49+00:00,2023-04-09 15:52:49+00:00,0.683333333,6,Wellhead
4T-31,4T-3,4T,653.5233106,27.95820233,2023-04-09 15:11:49+00:00,2023-04-09 15:52:49+00:00,0.683333333,6,Tank
5S-36,5S-3,5S,610.2575523,37.31110437,2023-04-09 15:11:49+00:00,2023-04-09 15:52:49+00:00,0.683333333,6,Seperator
4W-26,4W-2,4W,491.0152421,27.77759294,2023-04-09 15:11:49+00:00,2023-04-09 15:52:49+00:00,0.683333333,6,Wellhead
4S-12,4S-1,4S,436.2926481,29.53863591,2023-04-09 15:11:49+00:00,2023-04-09 15:52:49+00:00,0.683333333,6,Seperator
5W-33,5W-3,5W,1736.114905,47.20185771,2023-04-09 09:26:46+00:00,2023-04-09 10:11:46+00:00,0.75,2,Wellhead
4S-23,4S-2,4S,1111.545174,32.54877288,2023-04-09 09:26:46+00:00,2023-04-09 10:11:46+00:00,0.75,2,Seperator
5W-110,5W-1,5W,910.3924599,37.68435569,2023-04-09 03:49:44+00:00,2023-04-09 04:26:44+00:00,0.616666667,4,Wellhead
4W-22,4W-2,4W,865.4894261,29.33537748,2023-04-09 03:49:44+00:00,2023-04-09 04:26:44+00:00,0.616666667,4,Wellhead
4T-31,4T-3,4T,853.4837727,64.69120859,2023-04-09 03:49:44+00:00,2023-04-09 04:26:44+00:00,0.616666667,4,Tank
5S-34,5S-3,5S,1266.935309,39.33580682,2023-04-08 22:04:40+00:00,2023-04-08 22:49:40+00:00,0.75,2,Seperator
4W-51,4W-5,4W,1042.552059,32.70385076,2023-04-08 22:04:40+00:00,2023-04-08 22:49:40+00:00,0.75,2,Wellhead
5S-34,5S-3,5S,762.4236357,29.55942229,2023-04-08 15:57:37+00:00,2023-04-08 17:04:37+00:00,1.116666667,4,Seperator
4S-16,4S-1,4S,722.0599478,29.63813932,2023-04-08 15:57:37+00:00,2023-04-08 17:04:37+00:00,1.116666667,4,Seperator
4W-33,4W-3,4W,493.854237,39.21002041,2023-04-08 15:57:37+00:00,2023-04-08 17:04:37+00:00,1.116666667,4,Wellhead
5W-23,5W-2,5W,688.9118273,32.19379029,2023-04-08 10:01:36+00:00,2023-04-08 10:57:36+00:00,0.933333333,6,Wellhead
4T-31,4T-3,4T,677.7649016,42.85852299,2023-04-08 10:01:36+00:00,2023-04-08 10:57:36+00:00,0.933333333,6,Tank
5S-36,5S-3,5S,632.9847454,27.50845603,2023-04-08 10:01:36+00:00,2023-04-08 10:57:36+00:00,0.933333333,6,Seperator
4W-26,4W-2,4W,515.8468028,29.47225964,2023-04-08 10:01:36+00:00,2023-04-08 10:57:36+00:00,0.933333333,6,Wellhead
4S-12,4S-1,4S,456.5266033,28.76773576,2023-04-08 10:01:36+00:00,2023-04-08 10:57:36+00:00,0.933333333,6,Seperator
5W-18,5W-1,5W,615.7211802,30.07102434,2023-04-08 03:54:33+00:00,2023-04-08 05:01:33+00:00,1.116666667,5,Wellhead
4W-54,4W-5,4W,584.0549431,34.46368163,2023-04-08 03:54:33+00:00,2023-04-08 05:01:33+00:00,1.116666667,5,Wellhead
5S-35,5S-3,5S,526.5617061,27.96938967,2023-04-08 03:54:33+00:00,2023-04-08 05:01:33+00:00,1.116666667,5,Seperator
4S-14,4S-1,4S,499.8739858,29.62232412,2023-04-08 03:54:33+00:00,2023-04-08 05:01:33+00:00,1.116666667,5,Seperator
5W-33,5W-3,5W,1612.546533,36.97501171,2023-04-07 22:24:29+00:00,2023-04-07 22:54:29+00:00,0.5,2,Wellhead
